:ID,latitude:double,postcode,longitude:double,address,:LABEL
4143,53.599408,BL9 5AN,-2.290628,182 Cateaton Street,Location
4144,53.603848,BL9 6ND,-2.287303,196 Back Halstead Street,Location
4145,53.603139,BL9 6LR,-2.290593,44 Back Albion Place,Location
4146,53.603505,BL9 6ND,-2.287845,85 Duckworth Street,Location
4147,53.602246,BL9 6LS,-2.287957,124 Back Chesham Road South,Location
4148,53.60165,BL9 6LT,-2.289177,131 Hilton Street,Location
4149,53.598964,BL9 6DU,-2.288706,149 Richard Burch Street,Location
4150,53.589896,BL9 7EB,-2.288009,127 Back Heywood Street West,Location
4151,53.594051,BL9 0PB,-2.294413,43 South Back Rock,Location
4152,53.593942,BL9 0LB,-2.298386,120 Cooper Street,Location
4153,53.593454,BL9 0NU,-2.296162,114 South Back Road,Location
4154,53.595926,BL9 0NH,-2.292054,18 John Street,Location
4155,53.591812,BL9 7HG,-2.283747,151 Tinline Street,Location
4156,53.593706,BL9 0NU,-2.295846,113 Gutter End,Location
4157,53.592543,BL9 0QE,-2.293678,90 Market Parade,Location
4158,53.596702,BL9 7AF,-2.287315,160 Lomax Street,Location
4159,53.593372,BL9 0AD,-2.29663,36 Crompton Street,Location
4160,53.59107,BL9 0RE,-2.289377,68 South Cross Street,Location
4161,53.589352,BL9 0RX,-2.290105,143 East Street,Location
4162,53.593834,BL9 7AT,-2.287507,63 Fletcher Street,Location
4163,53.593894,BL9 0JX,-2.292493,99 Rochdale Road,Location
4164,53.591425,BL9 7HG,-2.28382,101 Back Andrew Street North,Location
4165,53.596083,BL9 7DT,-2.286661,114 Barnbrook Street,Location
4166,53.594918,BL9 0JY,-2.288905,71 Derby Way,Location
4167,53.594417,BL9 0JR,-2.295338,29 North Back Rock,Location
4168,53.589741,BL9 0RN,-2.289005,24 Back Spring Street East,Location
4169,53.591021,BL9 0BJ,-2.294936,3 Murray Road,Location
4170,53.592595,BL9 0BZ,-2.290883,102 George Street,Location
4171,53.591663,BL9 7HL,-2.282175,92 Palace Street,Location
4172,53.59037,BL9 0RT,-2.288904,49 Back Shepherd Street,Location
4173,53.589148,BL9 7EL,-2.285104,25 Back Oxford Street,Location
4174,53.590641,BL9 7ER,-2.284796,154 Back Hurst Street,Location
4175,53.588471,BL9 7EF,-2.286534,149 Wilson Street,Location
4176,53.590663,BL9 7EN,-2.286761,75 Heywood Street,Location
4177,53.590696,BL9 0RS,-2.288151,104 Back South Cross Street East,Location
4178,53.59046,BL9 7EP,-2.285384,41 Benson Street,Location
4179,53.589524,BL9 7EL,-2.285861,109 Oxford Street,Location
4180,53.589002,BL9 7EH,-2.286236,114 Openshaw Street,Location
4181,53.595787,BL8 2RA,-2.315231,93 Back Scholes Street,Location
4182,53.59264,BL8 2QE,-2.315661,119 Back Ainsworth Road South,Location
4183,53.59191,BL8 2PU,-2.316426,70 Back Stephen Street,Location
4184,53.591185,BL8 2PR,-2.318369,147 Glenboro Avenue,Location
4185,53.593353,BL8 2QH,-2.314442,90 Cameron Street,Location
4186,53.591897,BL8 2QQ,-2.314431,24 Back Peers Street,Location
4187,53.592112,BL8 2QF,-2.314735,26 Peers Street,Location
4188,53.590818,BL8 2NT,-2.314529,84 Belbeck Street South,Location
4189,53.587546,BL8 2BQ,-2.318221,33 Buller Street,Location
4190,53.59006,BL8 2NR,-2.315732,199 Hulbert Street,Location
4191,53.592042,BL8 2QQ,-2.313964,70 Fairy Street,Location
4192,53.592345,BL8 2AT,-2.311564,72 Arthur Street,Location
4193,53.594117,BL8 2BA,-2.310837,69 Victoria Street,Location
4194,53.588561,BL8 2BN,-2.31841,165 White Street,Location
4195,53.597465,BL8 1NL,-2.316256,130 Harvey Street,Location
4196,53.600923,BL8 1SE,-2.317098,79 Tottington Road,Location
4197,53.597157,BL8 1NR,-2.317084,18 Camp Street,Location
4198,53.601751,BL8 1TF,-2.320277,41 Green Street,Location
4199,53.598892,BL8 1QS,-2.320271,41 Walshaw Road,Location
4200,53.603446,BL8 1TT,-2.321695,36 Elson Street,Location
4201,53.597478,BL8 1NW,-2.314503,61 Allen Street,Location
4202,53.597287,BL8 1NP,-2.315605,141 Hillyard Street,Location
4203,53.597236,BL8 1NW,-2.31432,60 Back New George Street,Location
4204,53.596631,BL8 1NS,-2.315282,56 Robert Street,Location
4205,53.595945,BL8 1PD,-2.313132,80 Atlas Fold,Location
4206,53.596474,BL8 1LE,-2.310235,181 Victoria Street,Location
4207,53.597218,BL8 1PB,-2.310996,138 Orrell Street,Location
4208,53.601654,BL8 1AE,-2.30926,7 Brandlesholme Close,Location
4209,53.590427,BL8 2LN,-2.329452,193 Chantlers Avenue,Location
4210,53.591077,BL8 2TS,-2.338205,11 Ashington Drive,Location
4211,53.590841,BL8 2LN,-2.329244,106 Fieldhead Avenue,Location
4212,53.595234,BL8 3PS,-2.339945,126 Lowercroft Road,Location
4213,53.590777,BL8 2UH,-2.339441,16 Chatton Close,Location
4214,53.587091,BL8 2DA,-2.323414,188 Warren Street,Location
4215,53.587552,BL8 2TA,-2.335563,4 Winmarleigh Close,Location
4216,53.596546,BL8 1DB,-2.320555,199 Portinscale Close,Location
4217,53.596373,BL8 2RJ,-2.317895,152 Melrose Avenue,Location
4218,53.579953,BL9 9LL,-2.303423,176 Rydal Close,Location
4219,53.579894,BL9 9LG,-2.301716,180 Cardigan Drive,Location
4220,53.581046,BL9 9LE,-2.301225,48 Brecon Drive,Location
4221,53.581965,BL9 9HF,-2.29658,163 Back Brierley Street South,Location
4222,53.580283,BL9 9NL,-2.307896,155 Ramsgreave Close,Location
4223,53.585207,BL9 0TP,-2.3013,53 Inman Street,Location
4224,53.582892,BL9 9HW,-2.296133,185 Back Horne Street South,Location
4225,53.58952,BL9 0SY,-2.302026,27 Belle Vue Terrace,Location
4226,53.591056,BL9 0BJ,-2.29539,37 Hilton Road,Location
4227,53.593771,BL9 0JE,-2.305894,77 Sankey Street,Location
4228,53.59271,BL9 0EN,-2.298755,116 Silver Street,Location
4229,53.588378,BL9 0TA,-2.302139,62 Houghton Street,Location
4230,53.590766,BL9 0BH,-2.296339,83 Angouleme Way,Location
4231,53.593662,BL9 0HZ,-2.302735,21 Back Bolton Street South,Location
4232,53.592318,BL9 0HL,-2.304539,177 Tenters Street,Location
4233,53.592837,BL9 0EW,-2.298182,118 Back Broad Street,Location
4234,53.593177,BL9 0HB,-2.29897,149 Parks Yard,Location
4235,53.592793,BL9 0AJ,-2.297759,67 Back Market Street West,Location
4236,53.586242,BL9 0TN,-2.301126,127 Parliament Place,Location
4237,53.586008,BL9 0TN,-2.301004,3 Olivant Street,Location
4238,53.591335,BL9 0AR,-2.298881,196 Back Knowsley Street,Location
4239,53.591628,BL9 0DZ,-2.300183,152 St Mary'S Place,Location
4240,53.592181,BL9 0AY,-2.298087,74 Back Market Street,Location
4241,53.594675,BL8 1AA,-2.307381,128 Crostons Road,Location
4242,53.584804,BL9 9BP,-2.297144,72 Back Horne Street North,Location
4243,53.584445,BL9 0UE,-2.300509,157 Waterloo Court,Location
4244,53.584512,BL9 9AS,-2.29545,89 Back Parkhills Road North,Location
4245,53.584815,BL9 9EQ,-2.285407,11 Durham Drive,Location
4246,53.584801,BL9 9DN,-2.287461,177 Dorset Drive,Location
4247,53.58321,BL9 9DB,-2.28742,39 Worcester Close,Location
4248,53.586102,BL9 9AN,-2.288331,82 Topham Street,Location
4249,53.583172,BL9 9JH,-2.288311,103 Essex Drive,Location
4250,53.583024,BL9 9JE,-2.290122,14 Sussex Drive,Location
4251,53.584226,BL9 9EZ,-2.283696,50 Hampshire Close,Location
4252,53.584185,BL9 9DF,-2.289496,19 Somerset Drive,Location
4253,53.588616,BL9 0SR,-2.293243,116 Town Fields Close,Location
4254,53.584444,BL9 9DF,-2.289996,27 Lincoln Drive,Location
4255,53.582888,BL9 9HX,-2.294139,30 Back Nelson Street South,Location
4256,53.584688,BL9 9AP,-2.293487,43 Parkhills Road,Location
4257,53.58546,BL9 9BJ,-2.293916,170 Grosvenor Street,Location
4258,53.58425,BL9 9JQ,-2.292502,90 Morley Street,Location
4259,53.582846,BL9 9HY,-2.292976,101 Handley Street,Location
4260,53.57246,BL2 6RD,-2.366446,18 Heaton Road,Location
4261,53.57758,BL2 6QU,-2.367593,10 Bury New Road,Location
4262,53.570639,M26 3UJ,-2.356162,7 Tiverton Close,Location
4263,53.57292,BL2 6RX,-2.365755,174 Newhall Avenue,Location
4264,53.569862,M26 3UL,-2.354675,73 Penrice Close,Location
4265,53.571079,M26 3XZ,-2.365331,56 Burghley Close,Location
4266,53.571278,BL2 6SH,-2.370754,58 Limesdale Close,Location
4267,53.572635,BL2 6RQ,-2.370857,99 Boundary Drive,Location
4268,53.571066,BL2 6SG,-2.369544,8 High Beeches,Location
4269,53.570582,M26 3XA,-2.363364,145 Claydon Drive,Location
4270,53.586644,BL2 5QE,-2.357369,129 Brookfield Avenue,Location
4271,53.586571,BL2 5QZ,-2.360646,171 Bankfield Close,Location
4272,53.586786,BL2 5RP,-2.351796,170 Moorside Avenue,Location
4273,53.587662,BL2 5RQ,-2.350534,3 Sumner Avenue,Location
4274,53.589729,BL8 2UB,-2.341381,39 Ainsworth Road,Location
4275,53.587289,BL2 5RL,-2.351951,124 Edgeworth Avenue,Location
4276,53.580022,M26 4JT,-2.341077,42 Saville Road,Location
4277,53.589283,BL8 2HD,-2.346242,62 Cockey Moor Road,Location
4278,53.586879,BL2 5SP,-2.353942,19 Churchill Avenue,Location
4279,53.579822,BL9 9NQ,-2.308965,172 Mellor Drive,Location
4280,53.580054,BL9 9NA,-2.309661,36 Bealey Drive,Location
4281,53.578026,BL9 9PW,-2.301234,139 Coniston Drive,Location
4282,53.578237,BL9 9LX,-2.306688,3 Central Avenue,Location
4283,53.57766,BL9 9LT,-2.303678,36 Keswick Drive,Location
4284,53.578369,BL9 9LS,-2.304031,189 Derwent Drive,Location
4285,53.578606,BL9 9LR,-2.306283,122 Kendal Drive,Location
4286,53.577025,BL9 9QB,-2.298931,179 Tarn Drive,Location
4287,53.57801,BL9 9QG,-2.300449,178 Ullswater Drive,Location
4288,53.579672,BL9 9NE,-2.30771,89 Padiham Close,Location
4289,53.569951,BL9 9UD,-2.291875,23 Harrow Close,Location
4290,53.574547,BL9 8RD,-2.279327,84 Hollins Brook Way,Location
4291,53.576581,BL9 9RN,-2.289414,80 Haworth Close,Location
4292,53.567919,BL9 9SN,-2.292103,8 Lawrence Street,Location
4293,53.568201,BL9 8EX,-2.283287,83 Prospect Place,Location
4294,53.57365,BL9 8RL,-2.282417,82 The Croft,Location
4295,53.568688,BL9 8AT,-2.282535,3 Howard Hill,Location
4296,53.571484,BL9 8BP,-2.28577,178 Croft Lane,Location
4297,53.580009,BL9 9GG,-2.28406,42 Newby Close,Location
4298,53.580963,BL9 9JJ,-2.287556,174 Orchid Drive,Location
4299,53.577083,BL9 9RB,-2.293631,166 St Peter'S Road,Location
4300,53.575517,BL9 9QX,-2.294541,50 Wordsworth Avenue,Location
4301,53.578624,BL9 9QT,-2.295605,96 Beechfield Drive,Location
4302,53.57664,BL9 9SG,-2.298174,99 Lakeland Crescent,Location
4303,53.58055,BL9 9GP,-2.283701,3 Grasmere Drive,Location
4304,53.575602,BL9 9RF,-2.29285,81 Tennyson Avenue,Location
4305,53.576248,BL9 9RE,-2.293474,198 Burns Avenue,Location
4306,53.582205,BL9 9GB,-2.282882,155 Redmere Drive,Location
4307,53.5811,BL9 9HD,-2.294021,50 Berkshire Court,Location
4308,53.573799,BL9 9SD,-2.294952,139 Millwood Court,Location
4309,53.574798,BL9 9RX,-2.294491,197 Fletcher Fold Road,Location
4310,53.572143,BL9 9PD,-2.295922,139 Britain Street,Location
4311,53.564644,M26 4DW,-2.331018,140 Robertson Street,Location
4312,53.566848,M26 3PD,-2.336818,169 Lowe Street,Location
4313,53.56943,M26 4FR,-2.329727,165 Greenbank Road,Location
4314,53.56624,M26 3RB,-2.339033,24 Pilkington Road,Location
4315,53.568031,M26 4FT,-2.334835,111 Cemetery Road,Location
4316,53.565256,M26 4DZ,-2.333982,182 Ainsworth Road,Location
4317,53.566295,M26 4PA,-2.335334,78 Wilson Street,Location
4318,53.576321,M26 4JE,-2.340473,29 Half Acre,Location
4319,53.573624,M26 4JN,-2.340542,111 Stanley Road,Location
4320,53.572125,M26 4QJ,-2.342825,58 Salisbury Road,Location
4321,53.571808,M26 4FH,-2.337598,1 Ainsworth Road,Location
4322,53.572678,M26 4FZ,-2.338299,164 Denham Street,Location
4323,53.570959,M26 4FQ,-2.332381,124 Vale Edge,Location
4324,53.575303,M26 4HS,-2.338018,30 Hardman Street,Location
4325,53.56912,M26 4JP,-2.334541,59 Meadowcroft,Location
4326,53.569012,M26 3NN,-2.350108,130 Plymouth Grove,Location
4327,53.567088,M26 3WE,-2.35044,110 Kensington Avenue,Location
4328,53.570413,M26 3LW,-2.350497,7 Lichfield Close,Location
4329,53.570376,M26 4NG,-2.348066,194 Brynhall Close,Location
4330,53.569515,M26 4PZ,-2.337987,151 Clyde Terrace,Location
4331,53.569409,M26 4PR,-2.337186,120 Lever Street,Location
4332,53.569629,M26 4FU,-2.335708,94 Houldsworth Street,Location
4333,53.567837,M26 4PN,-2.336977,23 Mosley Street,Location
4334,53.570417,M26 4FX,-2.33659,59 Broadhurst Street,Location
4335,53.571291,M26 2PL,-2.306018,186 Selby Close,Location
4336,53.567762,M26 2UZ,-2.31848,194 Olsberg Close,Location
4337,53.567289,M26 2RQ,-2.316921,48 Ruskin Street,Location
4338,53.571044,M26 2XE,-2.314292,4 Blenmar Close,Location
4339,53.571156,M26 2QW,-2.302333,171 Bealey Avenue,Location
4340,53.564828,M26 2PB,-2.309339,109 Rectory Close,Location
4341,53.564965,M26 2QA,-2.30857,194 Church Green,Location
4342,53.569109,M26 2XQ,-2.312073,121 Durham Street,Location
4343,53.569159,M26 2UP,-2.313387,142 Wilton Gardens,Location
4344,53.56461,M26 2PU,-2.310213,114 Sandford Street,Location
4345,53.570415,M26 2XR,-2.314181,3 Bury Road,Location
4346,53.564942,M26 2PY,-2.310608,113 Tithebarn Street,Location
4347,53.566233,M26 2JG,-2.311689,138 Bealey Row,Location
4348,53.566732,M26 2RX,-2.31361,117 Withins Street,Location
4349,53.567736,M26 2XU,-2.311202,134 Ashworth Street,Location
4350,53.567638,M26 2PE,-2.307336,83 Wild Street,Location
4351,53.569854,M26 2QG,-2.305404,63 Borough Avenue,Location
4352,53.570291,M26 2GN,-2.303369,137 Whewell Avenue,Location
4353,53.569002,M26 2GE,-2.304824,77 Dumers Lane,Location
4354,53.570387,M26 2GW,-2.304426,149 Thorpe Avenue,Location
4355,53.564644,M26 2GZ,-2.317958,188 Carrbrook Terrace,Location
4356,53.562979,M26 2GU,-2.31858,25 Howard Street,Location
4357,53.56421,M26 2GX,-2.319012,14 William Street,Location
4358,53.562113,M26 2PN,-2.320038,16 Church Street West,Location
4359,53.563942,M26 2QR,-2.318315,35 Edmund Street,Location
4360,53.561667,M26 2PQ,-2.318585,68 Brook Street,Location
4361,53.563235,M26 2UW,-2.320635,1 Spring Lane,Location
4362,53.563827,M26 2PG,-2.310584,196 Tower Street,Location
4363,53.566222,M26 2RN,-2.315977,30 Caledonia Street,Location
4364,53.563612,M26 2GY,-2.317332,146 Olive Street,Location
4365,53.565316,M26 2RW,-2.315472,40 Holland Street,Location
4366,53.563703,M26 2WQ,-2.320095,110 Pine Street,Location
4367,53.561904,M26 3TB,-2.337036,1 Saxon Street,Location
4368,53.565137,M26 3GZ,-2.344218,12 Masefield Avenue,Location
4369,53.562236,M26 3UD,-2.346852,67 Milner Street,Location
4370,53.562782,M26 3GP,-2.34444,110 Bolton Road,Location
4371,53.564914,M26 3GF,-2.343688,37 Tennyson Avenue,Location
4372,53.56301,M26 3QH,-2.34636,35 Princess Street,Location
4373,53.563117,M26 4GR,-2.334162,99 Water Street,Location
4374,53.565622,M26 3RA,-2.341534,78 Coronation Road,Location
4375,53.564823,M26 4EW,-2.334628,119 Shire Gardens,Location
4376,53.563495,M26 4BU,-2.333712,83 Water Lane,Location
4377,53.562986,M26 3QW,-2.339173,145 Foster Street,Location
4378,53.563796,M26 4BN,-2.335586,35 Grosvenor Street,Location
4379,53.564256,M26 4EW,-2.334805,35 Melton Street,Location
4380,53.562554,M26 3TZ,-2.339155,131 George Street,Location
4381,53.563486,M26 3XP,-2.340264,174 Pavilion Walk,Location
4382,53.563199,M26 3RW,-2.339975,28 Allen Street,Location
4383,53.567886,M26 3XS,-2.344724,82 Coronation Gardens,Location
4384,53.568522,M26 3PH,-2.342675,120 Kirkstall Gardens,Location
4385,53.566896,M26 3WB,-2.348369,99 Holborn Avenue,Location
4386,53.568288,M26 3PL,-2.339351,81 Pilkington Road,Location
4387,53.569111,M26 3UW,-2.344114,98 Melrose Gardens,Location
4388,53.56803,M26 3WR,-2.347865,16 Farringdon Drive,Location
4389,53.567578,M26 3XR,-2.345733,185 Coronation Road,Location
4390,53.568938,M26 3WT,-2.347858,186 Trencherbone,Location
4391,53.566417,M26 3ND,-2.349226,114 Mayfair Avenue,Location
4392,53.568466,M26 3PH,-2.343113,104 Waltham Gardens,Location
4393,53.567068,M26 3RS,-2.344838,151 Abbey Court,Location
4394,53.568628,M26 3LU,-2.34636,122 Gingham Park,Location
4395,53.566487,M26 3NF,-2.350057,91 Chelsea Avenue,Location
4396,53.559883,M26 1PP,-2.32686,3 West Street,Location
4397,53.55987,M26 2SH,-2.325154,99 Thomas Street,Location
4398,53.561616,M26 3AU,-2.330738,102 Coomassie Street,Location
4399,53.561202,M26 3AY,-2.331157,157 Victoria Street,Location
4400,53.562003,M26 3AT,-2.330469,118 Abden Street,Location
4401,53.559089,M26 1WW,-2.324695,93 Church Street,Location
4402,53.561621,M26 2UE,-2.325575,127 Seymour Street,Location
4403,53.559801,M26 3AN,-2.330709,74 Hindle Street,Location
4404,53.561798,M26 3AS,-2.330151,159 Wolsey Street,Location
4405,53.56006,M26 1WG,-2.327782,75 Green Street,Location
4406,53.559032,M26 3AR,-2.332212,23 Hutchinson Way,Location
4407,53.556456,M26 1NH,-2.317942,42 St John'S Court,Location
4408,53.556291,M26 1JX,-2.322364,82 Joseph Street,Location
4409,53.559205,M26 1NF,-2.321858,70 Factory Street,Location
4410,53.558103,M26 1LJ,-2.323782,34 Mill Bank,Location
4411,53.558192,M26 1LR,-2.320823,68 Irwell Street,Location
4412,53.556957,M26 1NH,-2.318821,34 New Road,Location
4413,53.561879,M26 2SU,-2.323282,57 Bridgefield Street,Location
4414,53.557592,M26 1LD,-2.323219,178 Mellor Street,Location
4415,53.561675,M26 2SU,-2.32245,136 Barlow Street,Location
4416,53.56336,M26 2SS,-2.324275,67 Heap Street,Location
4417,53.558411,M26 1WR,-2.322652,42 Regan Street,Location
4418,53.560532,M26 2SD,-2.322834,35 Church Street West,Location
4419,53.55759,M26 1LR,-2.320774,148 St John'S Street,Location
4420,53.56343,M26 4TF,-2.32817,182 Seddon Street,Location
4421,53.56266,M26 2TR,-2.326926,179 Vicarage Street,Location
4422,53.563922,M26 2TD,-2.325849,150 Whittaker Street,Location
4423,53.558716,M26 1NE,-2.323167,154 Bank Street,Location
4424,53.562028,M26 2JW,-2.328024,33 Blackburn Street,Location
4425,53.552121,M45 8NF,-2.279406,41 Cambeck Close,Location
4426,53.552769,BL9 8PB,-2.282731,75 Swinton Crescent,Location
4427,53.554093,BL9 8PG,-2.281728,58 Wavell Drive,Location
4428,53.560654,BL9 8HQ,-2.289214,100 Colinwood Close,Location
4429,53.562293,BL9 8EA,-2.287957,132 Alum Crescent,Location
4430,53.561969,BL9 8ED,-2.284604,135 Lindale Avenue,Location
4431,53.560975,BL9 8HL,-2.286529,174 Wastdale Avenue,Location
4432,53.563506,BL9 8DY,-2.288222,182 Ajax Drive,Location
4433,53.559929,BL9 8QD,-2.272905,193 Pole Lane,Location
4434,53.557896,BL9 8JW,-2.277255,57 Parr Lane,Location
4435,53.561639,BL9 8JX,-2.275755,187 Bloomfield Drive,Location
4436,53.557076,BL9 8NS,-2.28214,40 Monsall Close,Location
4437,53.566381,BL9 8AQ,-2.277129,196 Hart Drive,Location
4438,53.562566,BL9 8JQ,-2.271337,137 Castle Hey Close,Location
4439,53.567408,BL9 8LS,-2.272365,159 Plantation Grove,Location
4440,53.558494,BL9 8HR,-2.286769,163 Sandown Road,Location
4441,53.559386,BL9 8HX,-2.286036,39 Eskdale Close,Location
4442,53.554557,BL9 8PH,-2.282969,135 Wavell Drive,Location
4443,53.559375,M26 3GL,-2.344609,190 Far Hey Close,Location
4444,53.564141,M26 3TW,-2.356228,82 Stopes Road,Location
4445,53.564601,M26 3WP,-2.352412,85 Bennet Street,Location
4446,53.559996,M26 3YY,-2.347407,106 Near Hey Close,Location
4447,53.559777,M26 3UY,-2.342197,20 Cams Lane,Location
4448,53.562749,M26 3XH,-2.349664,180 Black Moss Close,Location
4449,53.551155,M26 1YJ,-2.333433,154 St Aiden'S Close,Location
4450,53.548089,M26 1EA,-2.349724,191 Ringley Road West,Location
4451,53.55273,M26 1AG,-2.326382,132 Outwood Road,Location
4452,53.556399,M26 3SL,-2.341747,92 Cams Lane,Location
4453,53.54918,M26 1BY,-2.322687,62 Stand Rise,Location
4454,53.554855,M26 1LF,-2.314624,150 Hollinhurst Road,Location
4455,53.553084,M26 1FN,-2.314898,141 Beechfield Avenue,Location
4456,53.553965,M26 1JG,-2.31821,149 Hoyle Street,Location
4457,53.549817,M26 1JB,-2.313063,111 South Woodley Gardens,Location
4458,53.555102,M26 1NA,-2.316619,45 Queen Street,Location
4459,53.552212,M26 1JJ,-2.315133,17 Stand Lane,Location
4460,53.554726,M26 1WA,-2.315982,110 Scarr Avenue,Location
4461,53.554364,M26 1LX,-2.313474,105 Jubilee Avenue,Location
4462,53.553648,M26 1JW,-2.315642,132 Suthers Street,Location
4463,53.554205,M26 1LZ,-2.315827,168 Sefton Street,Location
4464,53.54592,M45 7JL,-2.311495,82 Stand Close,Location
4465,53.548086,M45 7LE,-2.304779,24 Ringley Road,Location
4466,53.55055,M26 1JD,-2.314457,110 Rossall Avenue,Location
4467,53.552959,M26 1BJ,-2.324542,164 Albion Street,Location
4468,53.554907,M26 1LW,-2.325448,91 James Street,Location
4469,53.554323,M26 1FG,-2.318756,113 Arley Street,Location
4470,53.549837,M26 1BU,-2.322632,143 Crompton Close,Location
4471,53.554624,M26 1AQ,-2.327347,25 Belmont Road,Location
4472,53.549228,M26 1BS,-2.324981,136 Lund Avenue,Location
4473,53.554141,M26 1UG,-2.323012,109 Aldwyn Close,Location
4474,53.555843,M26 1NB,-2.318481,153 Duke Street,Location
4475,53.551879,M26 1UL,-2.321711,90 Ashurst Grove,Location
4476,53.556495,M26 1NL,-2.320146,14 Jackson Street,Location
4477,53.553532,M26 1UH,-2.322147,59 Overton Close,Location
4478,53.554591,M26 1JS,-2.319558,60 Astbury Street,Location
4479,53.55484,M26 1UA,-2.320541,183 Woodvale Road,Location
4480,53.545982,M45 7LS,-2.308401,84 Kibworth Close,Location
4481,53.544315,M45 7PJ,-2.306744,95 Standmoor Road,Location
4482,53.54238,M45 7PG,-2.30753,186 Hawkstone Avenue,Location
4483,53.54365,M45 7PS,-2.306664,9 Rochford Close,Location
4484,53.545818,M45 7HR,-2.305819,61 Ringley Close,Location
4485,53.544197,M45 7ZZ,-2.314077,20 The Spinney,Location
4486,53.541794,M45 7QP,-2.311736,148 Ferndale Avenue,Location
4487,53.537939,M45 7GH,-2.304299,90 Philips Park Road,Location
4488,53.544672,M45 7GN,-2.310987,183 Grasmere Avenue,Location
4489,53.539208,M45 7GF,-2.307386,57 Parkstone Avenue,Location
4490,53.541143,M45 7TS,-2.313346,158 Sergeants Lane,Location
4491,53.542377,M45 7PG,-2.308752,121 Wentworth Avenue,Location
4492,53.552832,M45 8QQ,-2.297553,33 Devon Avenue,Location
4493,53.55056,M45 6GP,-2.296783,108 Grosvenor Road,Location
4494,53.55233,M45 8QP,-2.297021,193 Silver Street,Location
4495,53.545464,M45 7PE,-2.303478,82 Dovehouse Close,Location
4496,53.55037,M45 6GN,-2.297144,77 Grosvenor Avenue,Location
4497,53.561192,BL9 8DL,-2.29349,136 Leslie Avenue,Location
4498,53.558663,M45 7UU,-2.294907,156 Well Lane,Location
4499,53.557538,M45 7UN,-2.299247,95 Springwater Lane,Location
4500,53.556066,M45 7RB,-2.2983,183 Lily Hill Street,Location
4501,53.563391,BL9 9TP,-2.291105,81 Manchester Road,Location
4502,53.558748,M45 7SQ,-2.29687,89 Well Grove,Location
4503,53.557286,M45 7UN,-2.299049,35 Greystoke Crescent,Location
4504,53.55584,M45 7RB,-2.298661,50 East Avenue,Location
4505,53.556188,M45 7RD,-2.299917,170 Brierley Avenue,Location
4506,53.555538,M45 7RE,-2.300757,65 Spencer Avenue,Location
4507,53.554598,M45 7TH,-2.299332,95 Thorp Street,Location
4508,53.555668,M45 7RQ,-2.306207,20 Cromwell Road,Location
4509,53.554605,M45 7NG,-2.307211,116 Leicester Road,Location
4510,53.541766,M45 7HN,-2.290625,78 Chestnut Avenue,Location
4511,53.540988,M45 7BA,-2.289095,72 Clyde Avenue,Location
4512,53.542303,M45 7AY,-2.288108,118 Bury Old Road,Location
4513,53.540467,M45 7BQ,-2.288745,42 Hardman'S Mews,Location
4514,53.54235,M45 7AY,-2.287279,112 Thatch Leach Lane,Location
4515,53.546935,M45 6AF,-2.290464,146 Westminster Avenue,Location
4516,53.54321,M45 6AR,-2.288507,181 Mayfair Avenue,Location
4517,53.543998,M45 6AP,-2.289644,28 Clegg Street,Location
4518,53.544808,M45 6AN,-2.289212,143 Jackson Street,Location
4519,53.545138,M45 6BL,-2.290044,50 Victoria Lane,Location
4520,53.543047,M45 7FB,-2.292324,70 Frankton Road,Location
4521,53.543567,M45 7FG,-2.292961,167 Fountain Place,Location
4522,53.547147,M45 6AH,-2.291959,172 Ducie Street,Location
4523,53.548394,M45 6QZ,-2.292964,39 Nuttall Mew,Location
4524,53.547275,M45 6AF,-2.29116,137 Clarendon Street,Location
4525,53.547596,M45 6BG,-2.292023,107 Charnley Street,Location
4526,53.557171,M45 7SU,-2.294806,123 Bury New Road,Location
4527,53.555183,M45 8XR,-2.291909,128 Elms Close,Location
4528,53.557795,M45 8PJ,-2.289542,157 Ripon Avenue,Location
4529,53.5587,M45 8PX,-2.290847,45 Heathfield Road,Location
4530,53.557439,M45 8PP,-2.291864,77 Malton Avenue,Location
4531,53.556068,M45 8PB,-2.289938,68 Welbeck Close,Location
4532,53.552576,M45 8QU,-2.291846,14 Stanley Close,Location
4533,53.553942,BL9 8LZ,-2.284535,168 Brookdene Road,Location
4534,53.554346,M45 7SZ,-2.295813,142 George Street,Location
4535,53.554668,M45 8AQ,-2.289143,129 Whalley Road,Location
4536,53.554155,M45 7SE,-2.296823,3 George Street,Location
4537,53.552529,M45 8QD,-2.289008,18 Parkside Mews,Location
4538,53.548914,M45 6FA,-2.289678,117 Lower Moss Lane,Location
4539,53.550347,M45 8JH,-2.268753,146 Mode Hill Lane,Location
4540,53.550863,M45 8JP,-2.275126,125 Hindburn Close,Location
4541,53.550651,M45 8WS,-2.281313,156 Ogden Close,Location
4542,53.55057,M45 8AG,-2.277343,4 Albert Drive,Location
4543,53.549655,M45 8JU,-2.268975,53 Naseby Walk,Location
4544,53.551595,M45 8WE,-2.281425,129 Parrbrook Close,Location
4545,53.551172,M45 8WN,-2.28512,118 Birkinbrook Close,Location
4546,53.550488,M45 8WW,-2.285704,25 Lydgate Close,Location
4547,53.550257,M45 8WT,-2.284495,132 Elton Close,Location
4548,53.548268,M45 6EE,-2.289477,157 Grange Grove,Location
4549,53.54784,M45 6DS,-2.28801,114 Westminster Avenue,Location
